period,stateid,stateDescription,sectorid,sectorName,price,price-units
2011-11,MA,Massachusetts,COM,commercial,13.81,cents per kilowatthour
2011-11,MA,Massachusetts,IND,industrial,13.03,cents per kilowatthour
2011-11,MA,Massachusetts,OTH,other,,cents per kilowatthour
2011-11,MA,Massachusetts,RES,residential,14.49,cents per kilowatthour
2011-11,MA,Massachusetts,TRA,transportation,5.38,cents per kilowatthour
2011-11,MA,Massachusetts,ALL,all sectors,13.74,cents per kilowatthour
2011-12,MA,Massachusetts,COM,commercial,14.28,cents per kilowatthour
2011-12,MA,Massachusetts,IND,industrial,13.41,cents per kilowatthour
2011-12,MA,Massachusetts,OTH,other,,cents per kilowatthour
2011-12,MA,Massachusetts,RES,residential,15.2,cents per kilowatthour
2011-12,MA,Massachusetts,TRA,transportation,5.07,cents per kilowatthour
2011-12,MA,Massachusetts,ALL,all sectors,14.31,cents per kilowatthour
2012-01,MA,Massachusetts,TRA,transportation,5.16,cents per kilowatthour
2012-01,MA,Massachusetts,ALL,all sectors,13.79,cents per kilowatthour
2012-01,MA,Massachusetts,COM,commercial,13.67,cents per kilowatthour
2012-01,MA,Massachusetts,IND,industrial,12.32,cents per kilowatthour
2012-01,MA,Massachusetts,OTH,other,,cents per kilowatthour
2012-01,MA,Massachusetts,RES,residential,15.1,cents per kilowatthour
2012-02,MA,Massachusetts,TRA,transportation,4.91,cents per kilowatthour
2012-02,MA,Massachusetts,ALL,all sectors,13.9,cents per kilowatthour
2012-02,MA,Massachusetts,COM,commercial,13.9,cents per kilowatthour
2012-02,MA,Massachusetts,IND,industrial,12.22,cents per kilowatthour
2012-02,MA,Massachusetts,OTH,other,,cents per kilowatthour
2012-02,MA,Massachusetts,RES,residential,15.41,cents per kilowatthour
2012-03,MA,Massachusetts,COM,commercial,14.05,cents per kilowatthour
2012-03,MA,Massachusetts,IND,industrial,12.5,cents per kilowatthour
2012-03,MA,Massachusetts,OTH,other,,cents per kilowatthour
2012-03,MA,Massachusetts,RES,residential,15.72,cents per kilowatthour
2012-03,MA,Massachusetts,TRA,transportation,4.42,cents per kilowatthour
2012-03,MA,Massachusetts,ALL,all sectors,14.1,cents per kilowatthour
2012-04,MA,Massachusetts,COM,commercial,13.28,cents per kilowatthour
2012-04,MA,Massachusetts,IND,industrial,12.11,cents per kilowatthour
2012-04,MA,Massachusetts,OTH,other,,cents per kilowatthour
2012-04,MA,Massachusetts,RES,residential,14.8,cents per kilowatthour
2012-04,MA,Massachusetts,TRA,transportation,4.28,cents per kilowatthour
2012-04,MA,Massachusetts,ALL,all sectors,13.33,cents per kilowatthour
2012-05,MA,Massachusetts,COM,commercial,13.68,cents per kilowatthour
2012-05,MA,Massachusetts,IND,industrial,12.47,cents per kilowatthour
2012-05,MA,Massachusetts,OTH,other,,cents per kilowatthour
2012-05,MA,Massachusetts,RES,residential,15.39,cents per kilowatthour
2012-05,MA,Massachusetts,TRA,transportation,4.19,cents per kilowatthour
2012-05,MA,Massachusetts,ALL,all sectors,13.81,cents per kilowatthour
2012-06,MA,Massachusetts,COM,commercial,14.27,cents per kilowatthour
2012-06,MA,Massachusetts,IND,industrial,13.57,cents per kilowatthour
2012-06,MA,Massachusetts,OTH,other,,cents per kilowatthour
2012-06,MA,Massachusetts,RES,residential,15.48,cents per kilowatthour
2012-06,MA,Massachusetts,TRA,transportation,4.61,cents per kilowatthour
2012-06,MA,Massachusetts,ALL,all sectors,14.42,cents per kilowatthour
2012-07,MA,Massachusetts,COM,commercial,14.17,cents per kilowatthour
2012-07,MA,Massachusetts,IND,industrial,13.06,cents per kilowatthour
2012-07,MA,Massachusetts,OTH,other,,cents per kilowatthour
2012-07,MA,Massachusetts,RES,residential,14.58,cents per kilowatthour
2012-07,MA,Massachusetts,TRA,transportation,4.95,cents per kilowatthour
2012-07,MA,Massachusetts,ALL,all sectors,13.97,cents per kilowatthour
2012-08,MA,Massachusetts,TRA,transportation,5.41,cents per kilowatthour
2012-08,MA,Massachusetts,ALL,all sectors,13.63,cents per kilowatthour
2012-08,MA,Massachusetts,COM,commercial,13.59,cents per kilowatthour
2012-08,MA,Massachusetts,IND,industrial,13.1,cents per kilowatthour
2012-08,MA,Massachusetts,OTH,other,,cents per kilowatthour
2012-08,MA,Massachusetts,RES,residential,14.16,cents per kilowatthour
2012-09,MA,Massachusetts,OTH,other,,cents per kilowatthour
2012-09,MA,Massachusetts,RES,residential,15.2,cents per kilowatthour
2012-09,MA,Massachusetts,TRA,transportation,4.93,cents per kilowatthour
2012-09,MA,Massachusetts,ALL,all sectors,14.08,cents per kilowatthour
2012-09,MA,Massachusetts,COM,commercial,14.12,cents per kilowatthour
2012-09,MA,Massachusetts,IND,industrial,12.89,cents per kilowatthour
2012-10,MA,Massachusetts,COM,commercial,13.05,cents per kilowatthour
2012-10,MA,Massachusetts,IND,industrial,11.95,cents per kilowatthour
2012-10,MA,Massachusetts,OTH,other,,cents per kilowatthour
2012-10,MA,Massachusetts,RES,residential,14.38,cents per kilowatthour
2012-10,MA,Massachusetts,TRA,transportation,5.07,cents per kilowatthour
2012-10,MA,Massachusetts,ALL,all sectors,13.09,cents per kilowatthour
2012-11,MA,Massachusetts,COM,commercial,13.32,cents per kilowatthour
2012-11,MA,Massachusetts,IND,industrial,12.15,cents per kilowatthour
2012-11,MA,Massachusetts,OTH,other,,cents per kilowatthour
2012-11,MA,Massachusetts,RES,residential,13.77,cents per kilowatthour
2012-11,MA,Massachusetts,TRA,transportation,5.29,cents per kilowatthour
2012-11,MA,Massachusetts,ALL,all sectors,13.05,cents per kilowatthour
2012-12,MA,Massachusetts,COM,commercial,14.9,cents per kilowatthour
2012-12,MA,Massachusetts,IND,industrial,12.24,cents per kilowatthour
2012-12,MA,Massachusetts,OTH,other,,cents per kilowatthour
2012-12,MA,Massachusetts,RES,residential,15.19,cents per kilowatthour
2012-12,MA,Massachusetts,TRA,transportation,5.5,cents per kilowatthour
2012-12,MA,Massachusetts,ALL,all sectors,14.15,cents per kilowatthour
2013-01,MA,Massachusetts,COM,commercial,13.68,cents per kilowatthour
2013-01,MA,Massachusetts,IND,industrial,12.53,cents per kilowatthour
2013-01,MA,Massachusetts,OTH,other,,cents per kilowatthour
2013-01,MA,Massachusetts,RES,residential,14.35,cents per kilowatthour
2013-01,MA,Massachusetts,TRA,transportation,10.98,cents per kilowatthour
2013-01,MA,Massachusetts,ALL,all sectors,13.6,cents per kilowatthour
2013-02,MA,Massachusetts,COM,commercial,14.86,cents per kilowatthour
2013-02,MA,Massachusetts,IND,industrial,13.62,cents per kilowatthour
2013-02,MA,Massachusetts,OTH,other,,cents per kilowatthour
2013-02,MA,Massachusetts,RES,residential,14.93,cents per kilowatthour
2013-02,MA,Massachusetts,TRA,transportation,12.42,cents per kilowatthour
2013-02,MA,Massachusetts,ALL,all sectors,14.51,cents per kilowatthour
2013-03,MA,Massachusetts,COM,commercial,14.81,cents per kilowatthour
2013-03,MA,Massachusetts,IND,industrial,13.18,cents per kilowatthour
2013-03,MA,Massachusetts,OTH,other,,cents per kilowatthour
2013-03,MA,Massachusetts,RES,residential,14.84,cents per kilowatthour
2013-03,MA,Massachusetts,TRA,transportation,13.25,cents per kilowatthour
2013-03,MA,Massachusetts,ALL,all sectors,14.32,cents per kilowatthour
2013-04,MA,Massachusetts,COM,commercial,13.5,cents per kilowatthour
2013-04,MA,Massachusetts,IND,industrial,12.66,cents per kilowatthour
2013-04,MA,Massachusetts,OTH,other,,cents per kilowatthour
2013-04,MA,Massachusetts,RES,residential,15.06,cents per kilowatthour
2013-04,MA,Massachusetts,TRA,transportation,13.04,cents per kilowatthour
2013-04,MA,Massachusetts,ALL,all sectors,13.79,cents per kilowatthour
2013-05,MA,Massachusetts,COM,commercial,13.41,cents per kilowatthour
2013-05,MA,Massachusetts,IND,industrial,12.8,cents per kilowatthour
2013-05,MA,Massachusetts,OTH,other,,cents per kilowatthour
2013-05,MA,Massachusetts,RES,residential,15.82,cents per kilowatthour
2013-05,MA,Massachusetts,TRA,transportation,13.36,cents per kilowatthour
2013-05,MA,Massachusetts,ALL,all sectors,14.01,cents per kilowatthour
2013-06,MA,Massachusetts,COM,commercial,14.2,cents per kilowatthour
2013-06,MA,Massachusetts,IND,industrial,13.45,cents per kilowatthour
2013-06,MA,Massachusetts,OTH,other,,cents per kilowatthour
2013-06,MA,Massachusetts,RES,residential,15.92,cents per kilowatthour
2013-06,MA,Massachusetts,TRA,transportation,13.4,cents per kilowatthour
2013-06,MA,Massachusetts,ALL,all sectors,14.6,cents per kilowatthour
2013-07,MA,Massachusetts,COM,commercial,14.19,cents per kilowatthour
2013-07,MA,Massachusetts,IND,industrial,13.9,cents per kilowatthour
2013-07,MA,Massachusetts,OTH,other,,cents per kilowatthour
2013-07,MA,Massachusetts,RES,residential,15.2,cents per kilowatthour
2013-07,MA,Massachusetts,TRA,transportation,13.55,cents per kilowatthour
2013-07,MA,Massachusetts,ALL,all sectors,14.52,cents per kilowatthour
2013-08,MA,Massachusetts,COM,commercial,14.16,cents per kilowatthour
2013-08,MA,Massachusetts,IND,industrial,13.77,cents per kilowatthour
2013-08,MA,Massachusetts,OTH,other,,cents per kilowatthour
2013-08,MA,Massachusetts,RES,residential,16.03,cents per kilowatthour
2013-08,MA,Massachusetts,TRA,transportation,13.16,cents per kilowatthour
2013-08,MA,Massachusetts,ALL,all sectors,14.76,cents per kilowatthour
2013-09,MA,Massachusetts,COM,commercial,13.93,cents per kilowatthour
2013-09,MA,Massachusetts,IND,industrial,13.61,cents per kilowatthour
2013-09,MA,Massachusetts,OTH,other,,cents per kilowatthour
2013-09,MA,Massachusetts,RES,residential,15.94,cents per kilowatthour
2013-09,MA,Massachusetts,TRA,transportation,13.43,cents per kilowatthour
2013-09,MA,Massachusetts,ALL,all sectors,14.55,cents per kilowatthour
2013-10,MA,Massachusetts,COM,commercial,13.65,cents per kilowatthour
2013-10,MA,Massachusetts,IND,industrial,12.54,cents per kilowatthour
2013-10,MA,Massachusetts,OTH,other,,cents per kilowatthour
2013-10,MA,Massachusetts,RES,residential,15.74,cents per kilowatthour
2013-10,MA,Massachusetts,TRA,transportation,13.51,cents per kilowatthour
2013-10,MA,Massachusetts,ALL,all sectors,14.0,cents per kilowatthour
2013-11,MA,Massachusetts,TRA,transportation,13.55,cents per kilowatthour
2013-11,MA,Massachusetts,ALL,all sectors,14.26,cents per kilowatthour
2013-11,MA,Massachusetts,COM,commercial,13.93,cents per kilowatthour
2013-11,MA,Massachusetts,IND,industrial,12.42,cents per kilowatthour
2013-11,MA,Massachusetts,OTH,other,,cents per kilowatthour
2013-11,MA,Massachusetts,RES,residential,16.14,cents per kilowatthour
2013-12,MA,Massachusetts,COM,commercial,16.42,cents per kilowatthour
2013-12,MA,Massachusetts,IND,industrial,13.42,cents per kilowatthour
2013-12,MA,Massachusetts,OTH,other,,cents per kilowatthour
2013-12,MA,Massachusetts,RES,residential,20.0,cents per kilowatthour
2013-12,MA,Massachusetts,TRA,transportation,13.45,cents per kilowatthour
2013-12,MA,Massachusetts,ALL,all sectors,17.02,cents per kilowatthour
2014-01,MA,Massachusetts,COM,commercial,15.55,cents per kilowatthour
2014-01,MA,Massachusetts,IND,industrial,13.29,cents per kilowatthour
2014-01,MA,Massachusetts,OTH,other,,cents per kilowatthour
2014-01,MA,Massachusetts,RES,residential,16.77,cents per kilowatthour
2014-01,MA,Massachusetts,TRA,transportation,8.57,cents per kilowatthour
2014-01,MA,Massachusetts,ALL,all sectors,15.72,cents per kilowatthour
2014-02,MA,Massachusetts,COM,commercial,15.94,cents per kilowatthour
2014-02,MA,Massachusetts,IND,industrial,13.74,cents per kilowatthour
2014-02,MA,Massachusetts,OTH,other,,cents per kilowatthour
2014-02,MA,Massachusetts,RES,residential,17.47,cents per kilowatthour
2014-02,MA,Massachusetts,TRA,transportation,8.56,cents per kilowatthour
2014-02,MA,Massachusetts,ALL,all sectors,16.21,cents per kilowatthour
2014-03,MA,Massachusetts,COM,commercial,15.51,cents per kilowatthour
2014-03,MA,Massachusetts,IND,industrial,13.37,cents per kilowatthour
2014-03,MA,Massachusetts,OTH,other,,cents per kilowatthour
2014-03,MA,Massachusetts,RES,residential,17.27,cents per kilowatthour
2014-03,MA,Massachusetts,TRA,transportation,8.61,cents per kilowatthour
2014-03,MA,Massachusetts,ALL,all sectors,15.84,cents per kilowatthour
2014-04,MA,Massachusetts,COM,commercial,14.28,cents per kilowatthour
2014-04,MA,Massachusetts,IND,industrial,12.5,cents per kilowatthour
2014-04,MA,Massachusetts,OTH,other,,cents per kilowatthour
2014-04,MA,Massachusetts,RES,residential,18.15,cents per kilowatthour
2014-04,MA,Massachusetts,TRA,transportation,8.61,cents per kilowatthour
2014-04,MA,Massachusetts,ALL,all sectors,15.33,cents per kilowatthour
2014-05,MA,Massachusetts,COM,commercial,13.67,cents per kilowatthour
2014-05,MA,Massachusetts,IND,industrial,12.12,cents per kilowatthour
2014-05,MA,Massachusetts,OTH,other,,cents per kilowatthour
2014-05,MA,Massachusetts,RES,residential,17.57,cents per kilowatthour
2014-05,MA,Massachusetts,TRA,transportation,8.34,cents per kilowatthour
2014-05,MA,Massachusetts,ALL,all sectors,14.69,cents per kilowatthour
2014-06,MA,Massachusetts,COM,commercial,14.35,cents per kilowatthour
2014-06,MA,Massachusetts,IND,industrial,13.3,cents per kilowatthour
2014-06,MA,Massachusetts,OTH,other,,cents per kilowatthour
2014-06,MA,Massachusetts,RES,residential,16.56,cents per kilowatthour
2014-06,MA,Massachusetts,TRA,transportation,9.1,cents per kilowatthour
2014-06,MA,Massachusetts,ALL,all sectors,14.91,cents per kilowatthour
2014-07,MA,Massachusetts,COM,commercial,14.7,cents per kilowatthour
2014-07,MA,Massachusetts,IND,industrial,13.02,cents per kilowatthour
2014-07,MA,Massachusetts,OTH,other,,cents per kilowatthour
2014-07,MA,Massachusetts,RES,residential,16.27,cents per kilowatthour
2014-07,MA,Massachusetts,TRA,transportation,8.7,cents per kilowatthour
2014-07,MA,Massachusetts,ALL,all sectors,15.03,cents per kilowatthour
2014-08,MA,Massachusetts,COM,commercial,14.8,cents per kilowatthour
2014-08,MA,Massachusetts,IND,industrial,12.87,cents per kilowatthour
2014-08,MA,Massachusetts,OTH,other,,cents per kilowatthour
2014-08,MA,Massachusetts,RES,residential,17.75,cents per kilowatthour
2014-08,MA,Massachusetts,TRA,transportation,8.94,cents per kilowatthour
2014-08,MA,Massachusetts,ALL,all sectors,15.56,cents per kilowatthour
2014-09,MA,Massachusetts,COM,commercial,14.48,cents per kilowatthour
2014-09,MA,Massachusetts,IND,industrial,12.85,cents per kilowatthour
2014-09,MA,Massachusetts,OTH,other,,cents per kilowatthour
2014-09,MA,Massachusetts,RES,residential,16.75,cents per kilowatthour
2014-09,MA,Massachusetts,TRA,transportation,9.05,cents per kilowatthour
2014-09,MA,Massachusetts,ALL,all sectors,15.05,cents per kilowatthour
2014-10,MA,Massachusetts,COM,commercial,14.01,cents per kilowatthour
2014-10,MA,Massachusetts,IND,industrial,11.9,cents per kilowatthour
2014-10,MA,Massachusetts,OTH,other,,cents per kilowatthour
2014-10,MA,Massachusetts,RES,residential,16.9,cents per kilowatthour
2014-10,MA,Massachusetts,TRA,transportation,9.03,cents per kilowatthour
2014-10,MA,Massachusetts,ALL,all sectors,14.56,cents per kilowatthour
2014-11,MA,Massachusetts,COM,commercial,13.68,cents per kilowatthour
2014-11,MA,Massachusetts,IND,industrial,11.7,cents per kilowatthour
2014-11,MA,Massachusetts,OTH,other,,cents per kilowatthour
2014-11,MA,Massachusetts,RES,residential,17.61,cents per kilowatthour
2014-11,MA,Massachusetts,TRA,transportation,8.96,cents per kilowatthour
2014-11,MA,Massachusetts,ALL,all sectors,14.69,cents per kilowatthour
2014-12,MA,Massachusetts,IND,industrial,12.36,cents per kilowatthour
2014-12,MA,Massachusetts,OTH,other,,cents per kilowatthour
2014-12,MA,Massachusetts,RES,residential,19.89,cents per kilowatthour
2014-12,MA,Massachusetts,TRA,transportation,8.87,cents per kilowatthour
2014-12,MA,Massachusetts,ALL,all sectors,16.42,cents per kilowatthour
2014-12,MA,Massachusetts,COM,commercial,14.97,cents per kilowatthour
2015-01,MA,Massachusetts,COM,commercial,16.55,cents per kilowatthour
2015-01,MA,Massachusetts,IND,industrial,13.54,cents per kilowatthour
2015-01,MA,Massachusetts,OTH,other,,cents per kilowatthour
2015-01,MA,Massachusetts,RES,residential,20.81,cents per kilowatthour
2015-01,MA,Massachusetts,TRA,transportation,7.8,cents per kilowatthour
2015-01,MA,Massachusetts,ALL,all sectors,17.85,cents per kilowatthour
2015-02,MA,Massachusetts,COM,commercial,17.62,cents per kilowatthour
2015-02,MA,Massachusetts,IND,industrial,14.7,cents per kilowatthour
2015-02,MA,Massachusetts,OTH,other,,cents per kilowatthour
2015-02,MA,Massachusetts,RES,residential,21.7,cents per kilowatthour
2015-02,MA,Massachusetts,TRA,transportation,9.72,cents per kilowatthour
2015-02,MA,Massachusetts,ALL,all sectors,18.85,cents per kilowatthour
2015-03,MA,Massachusetts,COM,commercial,17.33,cents per kilowatthour
2015-03,MA,Massachusetts,IND,industrial,14.15,cents per kilowatthour
2015-03,MA,Massachusetts,OTH,other,,cents per kilowatthour
2015-03,MA,Massachusetts,RES,residential,22.1,cents per kilowatthour
2015-03,MA,Massachusetts,TRA,transportation,7.86,cents per kilowatthour
2015-03,MA,Massachusetts,ALL,all sectors,18.67,cents per kilowatthour
2015-04,MA,Massachusetts,COM,commercial,15.94,cents per kilowatthour
2015-04,MA,Massachusetts,IND,industrial,13.25,cents per kilowatthour
2015-04,MA,Massachusetts,OTH,other,,cents per kilowatthour
2015-04,MA,Massachusetts,RES,residential,21.66,cents per kilowatthour
2015-04,MA,Massachusetts,TRA,transportation,6.99,cents per kilowatthour
2015-04,MA,Massachusetts,ALL,all sectors,17.47,cents per kilowatthour
2015-05,MA,Massachusetts,COM,commercial,14.94,cents per kilowatthour
2015-05,MA,Massachusetts,IND,industrial,12.7,cents per kilowatthour
2015-05,MA,Massachusetts,OTH,other,,cents per kilowatthour
2015-05,MA,Massachusetts,RES,residential,20.7,cents per kilowatthour
2015-05,MA,Massachusetts,TRA,transportation,7.3,cents per kilowatthour
2015-05,MA,Massachusetts,ALL,all sectors,16.37,cents per kilowatthour
2015-06,MA,Massachusetts,COM,commercial,15.2,cents per kilowatthour
2015-06,MA,Massachusetts,IND,industrial,13.42,cents per kilowatthour
2015-06,MA,Massachusetts,OTH,other,,cents per kilowatthour
2015-06,MA,Massachusetts,RES,residential,19.54,cents per kilowatthour
2015-06,MA,Massachusetts,TRA,transportation,7.36,cents per kilowatthour
2015-06,MA,Massachusetts,ALL,all sectors,16.36,cents per kilowatthour
2015-07,MA,Massachusetts,COM,commercial,15.4,cents per kilowatthour
2015-07,MA,Massachusetts,IND,industrial,13.61,cents per kilowatthour
2015-07,MA,Massachusetts,OTH,other,,cents per kilowatthour
2015-07,MA,Massachusetts,RES,residential,18.06,cents per kilowatthour
2015-07,MA,Massachusetts,TRA,transportation,7.63,cents per kilowatthour
2015-07,MA,Massachusetts,ALL,all sectors,16.11,cents per kilowatthour
2015-08,MA,Massachusetts,COM,commercial,15.5,cents per kilowatthour
2015-08,MA,Massachusetts,IND,industrial,13.8,cents per kilowatthour
2015-08,MA,Massachusetts,OTH,other,,cents per kilowatthour
2015-08,MA,Massachusetts,RES,residential,18.02,cents per kilowatthour
2015-08,MA,Massachusetts,TRA,transportation,8.22,cents per kilowatthour
2015-08,MA,Massachusetts,ALL,all sectors,16.22,cents per kilowatthour
2015-09,MA,Massachusetts,ALL,all sectors,16.6,cents per kilowatthour
2015-09,MA,Massachusetts,COM,commercial,15.72,cents per kilowatthour
2015-09,MA,Massachusetts,IND,industrial,13.76,cents per kilowatthour
2015-09,MA,Massachusetts,OTH,other,,cents per kilowatthour
2015-09,MA,Massachusetts,RES,residential,18.87,cents per kilowatthour
2015-09,MA,Massachusetts,TRA,transportation,8.31,cents per kilowatthour
2015-10,MA,Massachusetts,COM,commercial,15.27,cents per kilowatthour
2015-10,MA,Massachusetts,IND,industrial,13.4,cents per kilowatthour
2015-10,MA,Massachusetts,OTH,other,,cents per kilowatthour
2015-10,MA,Massachusetts,TRA,transportation,7.01,cents per kilowatthour
2015-10,MA,Massachusetts,RES,residential,18.42,cents per kilowatthour
2015-10,MA,Massachusetts,ALL,all sectors,15.97,cents per kilowatthour
2015-11,MA,Massachusetts,COM,commercial,14.6,cents per kilowatthour
2015-11,MA,Massachusetts,IND,industrial,13.19,cents per kilowatthour
2015-11,MA,Massachusetts,OTH,other,,cents per kilowatthour
2015-11,MA,Massachusetts,RES,residential,18.35,cents per kilowatthour
2015-11,MA,Massachusetts,TRA,transportation,6.75,cents per kilowatthour
2015-11,MA,Massachusetts,ALL,all sectors,15.59,cents per kilowatthour
2015-12,MA,Massachusetts,COM,commercial,15.26,cents per kilowatthour
2015-12,MA,Massachusetts,IND,industrial,13.09,cents per kilowatthour
2015-12,MA,Massachusetts,OTH,other,,cents per kilowatthour
2015-12,MA,Massachusetts,RES,residential,19.63,cents per kilowatthour
2015-12,MA,Massachusetts,TRA,transportation,7.7,cents per kilowatthour
2015-12,MA,Massachusetts,ALL,all sectors,16.51,cents per kilowatthour
2016-01,MA,Massachusetts,COM,commercial,15.46,cents per kilowatthour
2016-01,MA,Massachusetts,IND,industrial,13.28,cents per kilowatthour
2016-01,MA,Massachusetts,OTH,other,,cents per kilowatthour
2016-01,MA,Massachusetts,RES,residential,19.41,cents per kilowatthour
2016-01,MA,Massachusetts,TRA,transportation,7.01,cents per kilowatthour
2016-01,MA,Massachusetts,ALL,all sectors,16.62,cents per kilowatthour
2016-02,MA,Massachusetts,ALL,all sectors,17.06,cents per kilowatthour
2016-02,MA,Massachusetts,COM,commercial,16.05,cents per kilowatthour
2016-02,MA,Massachusetts,IND,industrial,13.46,cents per kilowatthour
2016-02,MA,Massachusetts,OTH,other,,cents per kilowatthour
2016-02,MA,Massachusetts,RES,residential,19.75,cents per kilowatthour
2016-02,MA,Massachusetts,TRA,transportation,7.81,cents per kilowatthour
2016-03,MA,Massachusetts,COM,commercial,15.61,cents per kilowatthour
2016-03,MA,Massachusetts,IND,industrial,13.34,cents per kilowatthour
2016-03,MA,Massachusetts,OTH,other,,cents per kilowatthour
2016-03,MA,Massachusetts,RES,residential,19.62,cents per kilowatthour
2016-03,MA,Massachusetts,TRA,transportation,6.07,cents per kilowatthour
2016-03,MA,Massachusetts,ALL,all sectors,16.65,cents per kilowatthour
2016-04,MA,Massachusetts,COM,commercial,15.59,cents per kilowatthour
2016-04,MA,Massachusetts,IND,industrial,13.15,cents per kilowatthour
2016-04,MA,Massachusetts,OTH,other,,cents per kilowatthour
2016-04,MA,Massachusetts,RES,residential,19.89,cents per kilowatthour
2016-04,MA,Massachusetts,TRA,transportation,5.35,cents per kilowatthour
2016-04,MA,Massachusetts,ALL,all sectors,16.64,cents per kilowatthour
2016-05,MA,Massachusetts,COM,commercial,15.11,cents per kilowatthour
2016-05,MA,Massachusetts,IND,industrial,12.87,cents per kilowatthour
2016-05,MA,Massachusetts,OTH,other,,cents per kilowatthour
2016-05,MA,Massachusetts,RES,residential,18.97,cents per kilowatthour
2016-05,MA,Massachusetts,TRA,transportation,4.83,cents per kilowatthour
2016-05,MA,Massachusetts,ALL,all sectors,15.96,cents per kilowatthour
2016-06,MA,Massachusetts,COM,commercial,15.56,cents per kilowatthour
2016-06,MA,Massachusetts,IND,industrial,13.2,cents per kilowatthour
2016-06,MA,Massachusetts,OTH,other,,cents per kilowatthour
2016-06,MA,Massachusetts,RES,residential,18.45,cents per kilowatthour
2016-06,MA,Massachusetts,TRA,transportation,4.85,cents per kilowatthour
2016-06,MA,Massachusetts,ALL,all sectors,16.14,cents per kilowatthour
2016-07,MA,Massachusetts,COM,commercial,15.81,cents per kilowatthour
2016-07,MA,Massachusetts,IND,industrial,13.6,cents per kilowatthour
2016-07,MA,Massachusetts,OTH,other,,cents per kilowatthour
2016-07,MA,Massachusetts,RES,residential,18.02,cents per kilowatthour
2016-07,MA,Massachusetts,TRA,transportation,5.65,cents per kilowatthour
2016-07,MA,Massachusetts,ALL,all sectors,16.33,cents per kilowatthour
2016-08,MA,Massachusetts,COM,commercial,15.8,cents per kilowatthour
2016-08,MA,Massachusetts,IND,industrial,13.71,cents per kilowatthour
2016-08,MA,Massachusetts,OTH,other,,cents per kilowatthour
2016-08,MA,Massachusetts,RES,residential,18.02,cents per kilowatthour
2016-08,MA,Massachusetts,TRA,transportation,6.5,cents per kilowatthour
2016-08,MA,Massachusetts,ALL,all sectors,16.4,cents per kilowatthour
2016-09,MA,Massachusetts,COM,commercial,16.28,cents per kilowatthour
2016-09,MA,Massachusetts,IND,industrial,13.61,cents per kilowatthour
2016-09,MA,Massachusetts,OTH,other,,cents per kilowatthour
2016-09,MA,Massachusetts,RES,residential,19.69,cents per kilowatthour
2016-09,MA,Massachusetts,TRA,transportation,5.08,cents per kilowatthour
2016-09,MA,Massachusetts,ALL,all sectors,17.19,cents per kilowatthour
2016-10,MA,Massachusetts,ALL,all sectors,16.43,cents per kilowatthour
2016-10,MA,Massachusetts,COM,commercial,15.87,cents per kilowatthour
2016-10,MA,Massachusetts,IND,industrial,13.45,cents per kilowatthour
2016-10,MA,Massachusetts,OTH,other,,cents per kilowatthour
2016-10,MA,Massachusetts,RES,residential,18.82,cents per kilowatthour
2016-10,MA,Massachusetts,TRA,transportation,5.3,cents per kilowatthour
2016-11,MA,Massachusetts,COM,commercial,14.91,cents per kilowatthour
2016-11,MA,Massachusetts,IND,industrial,13.2,cents per kilowatthour
2016-11,MA,Massachusetts,OTH,other,,cents per kilowatthour
2016-11,MA,Massachusetts,RES,residential,19.14,cents per kilowatthour
2016-11,MA,Massachusetts,TRA,transportation,5.27,cents per kilowatthour
2016-11,MA,Massachusetts,ALL,all sectors,16.02,cents per kilowatthour
2016-12,MA,Massachusetts,COM,commercial,14.94,cents per kilowatthour
2016-12,MA,Massachusetts,IND,industrial,13.59,cents per kilowatthour
2016-12,MA,Massachusetts,OTH,other,,cents per kilowatthour
2016-12,MA,Massachusetts,RES,residential,18.81,cents per kilowatthour
2016-12,MA,Massachusetts,TRA,transportation,6.69,cents per kilowatthour
2016-12,MA,Massachusetts,ALL,all sectors,16.19,cents per kilowatthour
2017-01,MA,Massachusetts,COM,commercial,15.62,cents per kilowatthour
2017-01,MA,Massachusetts,IND,industrial,13.87,cents per kilowatthour
2017-01,MA,Massachusetts,OTH,other,,cents per kilowatthour
2017-01,MA,Massachusetts,RES,residential,19.76,cents per kilowatthour
2017-01,MA,Massachusetts,TRA,transportation,8.01,cents per kilowatthour
2017-01,MA,Massachusetts,ALL,all sectors,16.98,cents per kilowatthour
2017-02,MA,Massachusetts,COM,commercial,15.98,cents per kilowatthour
2017-02,MA,Massachusetts,IND,industrial,13.51,cents per kilowatthour
2017-02,MA,Massachusetts,OTH,other,,cents per kilowatthour
2017-02,MA,Massachusetts,RES,residential,20.33,cents per kilowatthour
2017-02,MA,Massachusetts,TRA,transportation,8.35,cents per kilowatthour
2017-02,MA,Massachusetts,ALL,all sectors,17.25,cents per kilowatthour
2017-03,MA,Massachusetts,COM,commercial,15.08,cents per kilowatthour
2017-03,MA,Massachusetts,IND,industrial,13.61,cents per kilowatthour
2017-03,MA,Massachusetts,OTH,other,,cents per kilowatthour
2017-03,MA,Massachusetts,RES,residential,19.53,cents per kilowatthour
2017-03,MA,Massachusetts,TRA,transportation,5.92,cents per kilowatthour
2017-03,MA,Massachusetts,ALL,all sectors,16.46,cents per kilowatthour
2017-04,MA,Massachusetts,COM,commercial,15.49,cents per kilowatthour
